intent_name,examples,label
reserva_matricula__fechas,hasta cuadno puedo enviar la solisitud para reserva de matricula ?,30
reserva_matricula__fechas,cal es la fecha para enviar la solicitud de recerba de matricula,30
reserva_matricula__fechas,esta semana todavia puedo solisitar mi recerba de matricula ?,30
reserva_matricula__fechas,hasta q fecjja puedo subir la solicitud de reseerva de matricula ?,30
reserva_matricula__fechas,hasta cuand puedo subir las solisitud la recerva de matricula en el sistema de internet ?,30
reserva_matricula__fechas,"queiro hacer la reserva de matricula , hasta que dia uedo enviar la soicitud ?",30
formato_solicitud,tambien quisiera que me envie el modelo si hay para la solicitud,4
formato_solicitud,¿cuál es el modelo para la solicitud?,4
formato_solicitud,que modelo debe seguir la solicitud?,4
formato_solicitud,como puedo conseguir un modelo para la solicitud,4
formato_solicitud,una consulta hay algun modelo para la solicitud,4
formato_solicitud,como debo redactar la solicitud,4
formato_solicitud,la solicitud debe estar dirigida al decano?,4
formato_solicitud,necesito un modelo para esa solicitud,4
formato_solicitud,que formato debo seguir para redactar la solicitud,4
formato_solicitud,que formato debe tener la solicitud,4
formato_solicitud,en la pagina puedo encontrar un modelo para esta solicitud,4
formato_solicitud,donde puedo encontrar un modelo,4
formato_solicitud,porfavor enviame tambien el modelo para la solicitud,4
formato_solicitud,necesito un modelo para la solicitud que debo enviar a mesa de partes,4
formato_solicitud,hay algun formato o modelo,4
formato_solicitud,no se si debo colocar mi dni en la solicitud,4
formato_solicitud,porfavor quiero que me envies el modelo para la solicitud,4
formato_solicitud,no se que informacion debo colocar en la solicitud me puedes ayudar,4
formato_solicitud,"me dijeron que la solicitud debe estar dirigida al decano pero no se que mas debo poner, me puedes ayudar enviandome un formato",4
formato_solicitud,debo colocar mi codigo y mi dni en la solicitud,4
formato_solicitud,quisiera sabes que informacion o datos debo colocar en esa solicitud,4
formato_solicitud,existe alguna modelo para la solicitud,4
formato_solicitud,si hay algun formato para la solicitud que debo enviar,4
formato_solicitud,dime que formato debe seguir la solicitud,4
formato_solicitud,que informacion debe ir en la solicitud,4
formato_solicitud,quisiera saber tambien si hay algun modelo para esa solicitud,4
formato_solicitud,que formato ddebe tener la solicitjd,4
formato_solicitud,hay algn formato o modelo,4
formato_solicitud,¿ cuál es el kodelo para la solicitud ?,4
formato_solicitud,"me dijeron q la solicltud debe estar dirigid al decano pero no se que ams debo poner , me puedes ayudar enviandome un formatto",4
formato_solicitud,dondee puedo encontrar un modeol,4
formato_solicitud,una consulta hay algun modeelo para la solisitud,4
formato_solicitud,que moodelo debe seguir la solisitud ?,4
formato_solicitud,quiciera saber tamben si hay allgun modelo para esa solicitud,4
formato_solicitud,en la pagina pueod encontrar un modelo para esta solisitud,4
formato_solicitud,nevesito un modeol para la solicitud que edbo enviar a mesa de partes,4
formato_solicitud,coom debo redactar la solisitud,4
formato_solicitud,como puedo coonseguir un ¿odelo para la solicitud,4
formato_solicitud,debo colocar mi codigo y mi ni en la sllicituud,4
formato_solicitud,porfavor enviame tmb el modelo para la solisitud,4
formato_solicitud,que formato debo seguri para redaxtar la solicitud,4
formato_solicitud,no se si debo colocar mi dnni en la solisitud,4
cambio_seccion,"hola que tal, dime como realizo un cambio de seccion",18
cambio_seccion,"hola, quiero hacer un cambio de seccion",18
cambio_seccion,necesito hacer un cambio de seccion me puedes ayudar,18
cambio_seccion,buenos dias como realizo un cambio de horario de un curso,18
cambio_seccion,buenos dias dime como realizar un cambio de horario de un curso,18
cambio_seccion,buenas tardes amigo puedes decirme como hacer un cambio de seccion,18
cambio_seccion,tengo un problema con los horarios de un curso quisiera solicitar un cambio de seccion a donde lo pido?,18
cambio_seccion,¿cuál es procedimiento para hacer un cambio de sección?,18
cambio_seccion,"tengo problemas con mi horario actual del curso de fisica i en la seccion b, quiero hacer el cambio a la seccion a",18
cambio_seccion,quiero cambiarme de seccion el curso de quimica general se me hace imposible venir a esa hora,18
cambio_seccion,me puedes ayudar con un cambio de seccion,18
cambio_seccion,como hago el cambio de seccion del curso de fisica ii,18
cambio_seccion,dime cual el procedimiento para hacer un cambio de seccion de un curso,18
cambio_seccion,"hola, dime como realizo el cambio de seccion de un curso",18
cambio_seccion,"hola, deseo realizar un cambio de sección como se realiza",18
cambio_seccion,como hago el cambio de seccion del curso de fundamentos de programacion,18
cambio_seccion,"hola, necesito hacer un cambio de seccion por que se me crusan los horarios de teoria",18
cambio_seccion,quiero hacer un cambio de horario en curso de quimica general,18
cambio_seccion,como realizo el cambio de horario de un curso,18
cambio_seccion,dimw cual el prosedimiento para acer un cambio de seccion de un curso,18
cambio_seccion,"ola , dimme como realizo el camibo de seccion de un curso",18
cambio_seccion,bueno dias como realizoo un cambio de horario de un curs,18
cambio_seccion,me puedse ayudar con un ambio de seccion,18
cambio_seccion,tengo un problema con los hrarios de un curso quiciera solisitar un cambio de seccion a donde lo pido ?,18
cambio_seccion,buenas tareds amigo puedes decirme como acer un cammbio de seccion,18
cambio_seccion,como ago el cmabio de seccion del curso de fundamentos de programasion,18
cambio_seccion,bueos dias dime como realisar un cambio de horario de un curos,18
cambio_seccion,quirek acer un cambio de horario en curso de quimica geneeral,18
cambio_seccion,nesesito hacer un cambio de seccion me puedes ayduar,18
cambio_seccion,¿ cuál es procedimento para hacer un cambio de seccion ?,18
cambio_seccion,"ola , quiero hcaer un cambio de seccion",18
constancia_de_notas__procedimiento,"buenas tardes, voy a postular para a una beca necesito una constancia de notas en inglés ¿cuál es el procedimeinto?",39
constancia_de_notas__procedimiento,las constancia de notas la solicito en escuelas academicas?,39
constancia_de_notas__procedimiento,"que tal, acabo de realizar mi pago para obtener una constancia de notas pero no sé qué más hacer?",39
constancia_de_notas__procedimiento,"hola, quiero saber como tramitar una constancia de notas en ingles y español",39
constancia_de_notas__procedimiento,¿como solicitar una constancia de notas?,39
constancia_de_notas__procedimiento,"buenos dias, una consulta como puedo solicitar una constancia de notas",39
constancia_de_notas__procedimiento,"deseo solicitar una constancia de notas, cual es el procedimiento?",39
constancia_de_notas__procedimiento,a que oficina puedo consultar por una constancia de notas?,39
constancia_de_notas__procedimiento,en donde puedo consultar por una constancia de notas?,39
constancia_de_notas__procedimiento,"solicito constancia de notas en español e inglés (transcript) oficial, esto significa que esté firmada y sellada por los órganos que correspondan. por favor me dice lo que necesita para ello.",39
constancia_de_notas__procedimiento,a quien le puedo solcitar una constancia de notas?,39
constancia_de_notas__procedimiento,donde puedo solicitar una constancia de notas?,39
constancia_de_notas__procedimiento,"buenas, como solicito una constancia de notas",39
constancia_de_notas__procedimiento,"buenas , como solisito una constancia de nofas",39
constancia_de_notas__procedimiento,a quine le puedo solcitar una constansia de notas ?,39
constancia_de_notas__procedimiento,las constansia de notas la solisito en escuelas academicas ?,39
constancia_de_notas__procedimiento,"que tal , cabo de realizar mi pago para obtener una constania de noras pero no sé que más hacer ?",39
constancia_de_notas__procedimiento,a que oficcina pudeo consultar por una constancia de notas ?,39
constancia_de_notas__procedimiento,en donde puedo cosultar por una constansia de notas ?,39
constancia_de_notas__procedimiento,"ddese solisitar una constancia de notas , cual es el procedimiento ?",39
constancia_de_notas__procedimiento,¿ como solisitar una constansia de notas ?,39
retiro_parcial__fechas,"hola, ¿hasta cuando puedo hacer el retiro parcial?",20
retiro_parcial__fechas,puedo hacer el retiro parcial todavia estamos ya en la sexta semana?,20
retiro_parcial__fechas,"hola, cuándo inicia el retiro parcial?",20
retiro_parcial__fechas,"buenas, ¿cuáles son las fechas para realizar el retiro parcial?",20
retiro_parcial__fechas,"buenos días, cuándo es la fecha para el retiro parcial?",20
retiro_parcial__fechas,el retiro parcial se puede pedir en la primera semana?,20
retiro_parcial__fechas,puedo solicitar el retiro parcial en la quinta semana?,20
retiro_parcial__fechas,"buenos dias, quisiera saber cuando vence el plazo de retiro parcial",20
retiro_parcial__fechas,hasta cuando hacer el retiro de un curso ?,20
retiro_parcial__fechas,"hola, ¿cuándo son las fechas para el retiro parcial?",20
retiro_parcial__fechas,"hola, he querido retirarme de un curso pero me parece que un no esta habilitado cuando se habilitara el retiro parcial?",20
retiro_parcial__fechas,cuando es el retiro parcial,20
retiro_parcial__fechas,"buenos dias, cuando puedo realizar el retiro de un curso",20
retiro_parcial__fechas,me prodrían decir la fecha máxima para hacer el retiro parcial?,20
retiro_parcial__fechas,el la segunda semana ya puedo retirarme de un curso?,20
retiro_parcial__fechas,quiero retirarme algunas asignaturas y quiero saber las fechas,20
retiro_parcial__fechas,hasta que fecha podría hacer el retiro parcial?,20
retiro_parcial__fechas,quiero solicitar el retiro de un curso hasta cuando puedo hacerlo ?,20
retiro_parcial__fechas,"hola, quiero retirarme de unos cursos y quiero saber las fechas",20
retiro_parcial__fechas,cuando puedo realizar el retiro de una asignatura,20
retiro_parcial__fechas,en que semana puedo realizar el retiro parcial?,20
retiro_parcial__fechas,¿en que semana se realiza el retiro parcial?,20
retiro_parcial__fechas,"hola, una duda el retiro parcial se habilitara en la quinta semana de clases ?",20
retiro_parcial__fechas,"hola, quisiera retirarme de un curso me podria decir hasta cuando se habilitara en el sistema ?",20
retiro_parcial__fechas,quisiera saber hasta que dias puedo hacer el retiro parcial ?,20
retiro_parcial__fechas,hasta que fecha podría acer el detiro parcial ?,20
retiro_parcial__fechas,cuanro es el retiro parcial,20
retiro_parcial__fechas,"hola , ¿ hasta cuadno puedo acer el retiro parcial ?",20
retiro_parcial__fechas,"ola , quiciera retirarme de un curso me podria decig hasta cuando se habilitara en el sistema ?",20
retiro_parcial__fechas,"ola , ¿ cuando son las fechas para el retiro parcial ?",20
retiro_parcial__fechas,el retirro parcial se puede pedir en la riera semana ?,20
retiro_parcial__fechas,puedo solisitar el retiro parrrcial en la quinta semana ?,20
retiro_parcial__fechas,"ola , he queriro retirarme de un curso pero me parece q un no esta habilitado cuando se habilitara el retiro aprcial ?",20
retiro_parcial__fechas,quiero retirarm algunas asignaturas y quiero sabber las fechas,20
retiro_parcial__fechas,"ola , quierro reirarme de unos cursos y quiero saber las fechas",20
retiro_parcial__fechas,"buenas , ¿ cuales son las fechas para realisar el retiro parcial ?",20
retiro_parcial__fechas,"ola , cuándo inica el retiro parcial ?",20
retiro_parcial__fechas,me prodran edcir la fecha máxima para acer el retiro parcial ?,20
retiro_parcial__fechas,luedo acer el retiro parcial todavia estamos ya en la sexta smeana ?,20
